Property_ID,District,Locality,Area_Type,Property_Type,Area_sqft,BHK,Bathrooms,Property_Age_Years,Parking_Spaces,Furnishing,Floor,Distance_to_City_Center_km,Road_Access,Gated_Community,Price_INR,Research_Anchor_Rate_INR_per_sqft,Price_Data_Type
KHP102157,Kollam,Karunagappally,Semi-Urban,Apartment,3105,4,4,6,2,Semi-Furnished,5,2.7,Main Road,No,13990000,3800,Research-informed synthetic estimate
KHP102158,Ernakulam,Chottanikkara,Semi-Urban,Independent House,3645,6,5,1,1,Fully Furnished,0,3.1,Local Road,Yes,16780000,4200,Research-informed synthetic estimate
KHP102159,Pathanamthitta,Thiruvalla,Semi-Urban,Villa,2500,5,4,21,2,Fully Furnished,0,3.3,Main Road,Yes,13460000,4700,Research-informed synthetic estimate
KHP102160,Alappuzha,Haripad,Semi-Urban,Independent House,1965,3,3,22,1,Semi-Furnished,2,2.6,Local Road,No,6000000,3200,Research-informed synthetic estimate
KHP102161,Ernakulam,Aluva,Semi-Urban,Apartment,3950,6,5,9,1,Unfurnished,1,6.1,Narrow Road,No,19210000,5000,Research-informed synthetic estimate
KHP102162,Kollam,Chinnakada,Urban,Apartment,2550,4,4,0,0,Fully Furnished,0,6.3,Local Road,No,14980000,5000,Research-informed synthetic estimate
KHP102163,Kasaragod,Uppala,Semi-Urban,Residential Plot,2947,4,3,11,1,Unfurnished,1,10.1,Local Road,No,6640000,3000,Research-informed synthetic estimate
KHP102164,Thrissur,Kuttanellur,Semi-Urban,Independent House,3463,4,4,27,1,Unfurnished,0,4.5,Main Road,No,16970000,5500,Research-informed synthetic estimate
KHP102165,Kottayam,Kottayam Town,Urban,Apartment,3530,6,5,26,3,Unfurnished,5,1.0,Local Road,No,16450000,5200,Research-informed synthetic estimate
KHP102166,Kozhikode,Chevayur,Rural,Villa,2174,4,4,27,1,Fully Furnished,0,7.6,Local Road,No,8550000,4700,Research-informed synthetic estimate
KHP102167,Kannur,Thalassery,Rural,Independent House,1395,2,2,29,1,Semi-Furnished,1,3.5,Main Road,Yes,4210000,4300,Research-informed synthetic estimate
KHP102168,Ernakulam,Kakkanad,Semi-Urban,Independent House,765,1,1,25,0,Semi-Furnished,2,1.9,Highway Access,Yes,4840000,6500,Research-informed synthetic estimate
KHP102169,Kannur,Iritty,Rural,Independent House,1909,3,3,1,0,Unfurnished,0,5.9,Local Road,No,4640000,2800,Research-informed synthetic estimate
KHP102170,Palakkad,Alathur,Rural,Independent House,1557,4,4,20,3,Unfurnished,2,11.6,Narrow Road,No,3030000,2900,Research-informed synthetic estimate
KHP102171,Ernakulam,Pukkattupady,Rural,Independent House,1251,3,3,16,0,Unfurnished,2,5.2,Main Road,No,4970000,4700,Research-informed synthetic estimate
KHP102172,Alappuzha,Ambalappuzha,Semi-Urban,Residential Plot,1253,2,2,9,1,Fully Furnished,1,5.6,Main Road,Yes,3910000,3400,Research-informed synthetic estimate
KHP102173,Thrissur,Naikkanal,Rural,Residential Plot,3438,5,5,6,1,Unfurnished,2,2.7,Main Road,No,18570000,5300,Research-informed synthetic estimate
KHP102174,Kasaragod,Hosdurg,Rural,Independent House,3873,6,5,24,1,Semi-Furnished,1,4.2,Narrow Road,No,10640000,3300,Research-informed synthetic estimate
KHP102175,Kottayam,Pala,Semi-Urban,Apartment,2274,3,3,20,0,Unfurnished,5,2.7,Main Road,No,8810000,4200,Research-informed synthetic estimate
KHP102176,Kollam,Punalur,Semi-Urban,Residential Plot,4094,6,5,27,0,Fully Furnished,0,2.2,Local Road,Yes,10350000,3000,Research-informed synthetic estimate
KHP102177,Pathanamthitta,Konni,Rural,Apartment,1968,3,3,23,0,Unfurnished,3,5.9,Main Road,No,4420000,2900,Research-informed synthetic estimate
KHP102178,Wayanad,Ambalavayal,Semi-Urban,Villa,2136,4,4,0,0,Semi-Furnished,2,1.7,Main Road,Yes,8760000,3200,Research-informed synthetic estimate
KHP102179,Kannur,Chala,Semi-Urban,Apartment,2434,3,3,20,0,Unfurnished,3,1.8,Main Road,Yes,8070000,3600,Research-informed synthetic estimate
KHP102180,Kozhikode,Nellikode,Semi-Urban,Villa,2986,4,4,16,1,Semi-Furnished,2,5.7,Local Road,No,13720000,4500,Research-informed synthetic estimate
KHP102181,Wayanad,Panamaram,Rural,Apartment,1513,3,3,14,1,Semi-Furnished,0,3.7,Main Road,Yes,3970000,2900,Research-informed synthetic estimate
KHP102182,Palakkad,Chittur,Rural,Independent House,3045,3,3,10,1,Unfurnished,0,3.5,Main Road,No,8540000,2900,Research-informed synthetic estimate
KHP102183,Thrissur,Punkunnam,Semi-Urban,Independent House,2749,4,4,11,1,Unfurnished,1,1.7,Narrow Road,Yes,12980000,5500,Research-informed synthetic estimate
KHP102184,Alappuzha,Ambalappuzha,Rural,Independent House,2617,3,3,24,0,Unfurnished,0,1.4,Main Road,No,6600000,3400,Research-informed synthetic estimate
KHP102185,Thiruvananthapuram,Attingal,Semi-Urban,Villa,743,1,1,14,2,Fully Furnished,1,3.6,Narrow Road,No,2810000,3900,Research-informed synthetic estimate
KHP102186,Wayanad,Panamaram,Rural,Villa,3959,5,5,19,1,Fully Furnished,2,0.8,Main Road,No,13690000,2900,Research-informed synthetic estimate
KHP102187,Thiruvananthapuram,Attingal,Semi-Urban,Independent House,2164,3,3,22,3,Fully Furnished,2,2.5,Local Road,No,7830000,3900,Research-informed synthetic estimate
KHP102188,Kasaragod,Uppala,Semi-Urban,Villa,938,1,1,5,0,Fully Furnished,1,1.6,Highway Access,Yes,3820000,3000,Research-informed synthetic estimate
KHP102189,Kozhikode,Palazhi,Rural,Apartment,2873,4,4,30,3,Unfurnished,6,4.1,Local Road,No,17980000,8600,Research-informed synthetic estimate
KHP102190,Palakkad,Shoranur,Semi-Urban,Independent House,3914,6,5,23,2,Unfurnished,1,4.6,Narrow Road,No,10000000,3100,Research-informed synthetic estimate
KHP102191,Alappuzha,Ambalappuzha,Rural,Residential Plot,2601,4,4,13,3,Unfurnished,1,0.8,Main Road,No,5310000,3400,Research-informed synthetic estimate
KHP102192,Kannur,Thottada,Semi-Urban,Independent House,3837,6,5,27,0,Semi-Furnished,2,11.7,Local Road,No,12590000,4200,Research-informed synthetic estimate
KHP102193,Kollam,Chinnakada,Urban,Villa,3395,4,4,18,2,Semi-Furnished,0,3.3,Local Road,No,19790000,5000,Research-informed synthetic estimate
KHP102194,Thiruvananthapuram,Vazhuthacaud,Urban,Villa,2719,5,5,3,2,Semi-Furnished,0,2.2,Main Road,No,30170000,7800,Research-informed synthetic estimate
KHP102195,Thrissur,Punkunnam,Semi-Urban,Independent House,1085,2,2,8,0,Semi-Furnished,0,1.7,Narrow Road,No,4990000,5500,Research-informed synthetic estimate
KHP102196,Idukki,Kumily,Semi-Urban,Villa,1760,3,3,11,0,Unfurnished,0,2.3,Highway Access,No,7000000,3400,Research-informed synthetic estimate
KHP102197,Alappuzha,Alappuzha Beach,Semi-Urban,Apartment,3072,5,5,2,3,Unfurnished,3,6.4,Main Road,No,26690000,6800,Research-informed synthetic estimate
KHP102198,Pathanamthitta,Adoor,Semi-Urban,Independent House,4045,6,5,9,0,Semi-Furnished,2,1.0,Narrow Road,No,15080000,3900,Research-informed synthetic estimate
KHP102199,Palakkad,Ottapalam,Semi-Urban,Independent House,2264,4,4,11,1,Unfurnished,1,4.3,Local Road,No,7250000,3200,Research-informed synthetic estimate
KHP102200,Kollam,Paravur,Semi-Urban,Villa,861,2,1,6,0,Fully Furnished,1,5.5,Main Road,Yes,4070000,3600,Research-informed synthetic estimate
KHP102201,Thrissur,Irinjalakuda,Semi-Urban,Villa,3793,6,5,26,0,Semi-Furnished,2,3.0,Local Road,No,11620000,3400,Research-informed synthetic estimate
KHP102202,Kottayam,Pala,Semi-Urban,Apartment,2522,4,4,2,0,Semi-Furnished,7,2.4,Narrow Road,No,11410000,4200,Research-informed synthetic estimate
KHP102203,Pathanamthitta,Konni,Rural,Independent House,985,3,3,14,2,Semi-Furnished,1,2.1,Local Road,No,2610000,2900,Research-informed synthetic estimate
KHP102204,Kozhikode,Vellayil,Rural,Villa,3038,4,3,11,2,Semi-Furnished,0,0.3,Local Road,No,22550000,7100,Research-informed synthetic estimate
KHP102205,Thiruvananthapuram,Pattom,Urban,Independent House,1616,2,2,14,1,Semi-Furnished,0,3.2,Local Road,Yes,10920000,7200,Research-informed synthetic estimate
KHP102206,Kozhikode,Ramanattukara,Rural,Villa,2281,5,5,17,1,Fully Furnished,2,8.2,Narrow Road,No,7180000,3900,Research-informed synthetic estimate
KHP102207,Palakkad,Chittur,Semi-Urban,Villa,1287,1,1,2,1,Semi-Furnished,1,1.9,Local Road,No,4000000,2900,Research-informed synthetic estimate
KHP102208,Kasaragod,Bekal,Rural,Residential Plot,2422,3,3,19,0,Semi-Furnished,1,5.0,Main Road,Yes,6810000,4200,Research-informed synthetic estimate
KHP102209,Idukki,Nedumkandam,Rural,Villa,3510,5,5,13,2,Semi-Furnished,2,5.6,Main Road,No,10510000,2700,Research-informed synthetic estimate
KHP102210,Kannur,Thottada,Rural,Independent House,3993,6,5,19,0,Unfurnished,0,8.1,Local Road,No,13360000,4200,Research-informed synthetic estimate
KHP102211,Kasaragod,Kasaragod Town,Urban,Independent House,3015,5,5,22,0,Semi-Furnished,1,8.1,Local Road,No,10500000,3600,Research-informed synthetic estimate
KHP102212,Thiruvananthapuram,Kazhakoottam,Semi-Urban,Independent House,3862,5,5,2,2,Semi-Furnished,1,3.3,Local Road,Yes,27180000,6800,Research-informed synthetic estimate
KHP102213,Kollam,Kollam Town,Urban,Apartment,743,2,2,27,0,Semi-Furnished,4,5.3,Main Road,Yes,3750000,4800,Research-informed synthetic estimate
KHP102214,Pathanamthitta,Pathanamthitta Town,Semi-Urban,Villa,3627,5,4,3,1,Fully Furnished,2,4.8,Main Road,No,17620000,3800,Research-informed synthetic estimate
KHP102215,Kasaragod,Uppala,Rural,Independent House,858,2,2,12,0,Semi-Furnished,0,5.0,Local Road,No,1800000,3000,Research-informed synthetic estimate
KHP102216,Malappuram,Kottakkal,Semi-Urban,Apartment,2643,4,4,11,1,Semi-Furnished,7,3.4,Highway Access,No,13710000,4400,Research-informed synthetic estimate
KHP102217,Kottayam,Vaikom,Semi-Urban,Independent House,1260,2,1,11,0,Fully Furnished,0,2.2,Highway Access,No,4900000,3500,Research-informed synthetic estimate
KHP102218,Kannur,Thalassery,Semi-Urban,Apartment,4049,6,5,12,1,Fully Furnished,4,5.7,Local Road,No,19390000,4300,Research-informed synthetic estimate
KHP102219,Kollam,Kollam Town,Urban,Villa,1095,1,1,8,0,Unfurnished,1,2.2,Local Road,No,4430000,4800,Research-informed synthetic estimate
KHP102220,Malappuram,Parappanangadi,Semi-Urban,Independent House,3533,6,5,9,1,Semi-Furnished,0,3.2,Main Road,Yes,16800000,3600,Research-informed synthetic estimate
KHP102221,Thiruvananthapuram,Kazhakkoottam,Semi-Urban,Villa,2469,4,4,22,0,Semi-Furnished,0,4.9,Narrow Road,Yes,17070000,6800,Research-informed synthetic estimate
KHP102222,Ernakulam,Perumbavoor,Semi-Urban,Villa,3218,5,5,3,0,Fully Furnished,2,5.1,Local Road,No,13610000,3600,Research-informed synthetic estimate
KHP102223,Alappuzha,Alappuzha Town,Urban,Independent House,2620,3,3,26,3,Semi-Furnished,0,13.0,Main Road,Yes,14600000,6000,Research-informed synthetic estimate
KHP102224,Thiruvananthapuram,Neyyattinkara,Semi-Urban,Independent House,3905,6,5,21,1,Semi-Furnished,2,1.9,Highway Access,Yes,19810000,4200,Research-informed synthetic estimate
KHP102225,Wayanad,Ambalavayal,Rural,Independent House,2943,4,4,2,2,Semi-Furnished,1,6.7,Local Road,No,8170000,3200,Research-informed synthetic estimate
KHP102226,Alappuzha,Haripad,Semi-Urban,Apartment,948,2,2,15,0,Semi-Furnished,4,2.6,Local Road,No,2890000,3200,Research-informed synthetic estimate
KHP102227,Malappuram,Nilambur,Semi-Urban,Residential Plot,1968,4,4,28,1,Semi-Furnished,0,2.8,Main Road,Yes,4830000,3300,Research-informed synthetic estimate
KHP102228,Thiruvananthapuram,Kesavadasapuram,Rural,Independent House,2906,3,3,15,2,Unfurnished,1,3.6,Narrow Road,Yes,14580000,7000,Research-informed synthetic estimate
KHP102229,Thiruvananthapuram,Vazhuthacaud,Urban,Independent House,1870,3,3,1,1,Unfurnished,2,8.9,Local Road,Yes,15370000,7800,Research-informed synthetic estimate
KHP102230,Kollam,Punalur,Semi-Urban,Apartment,1704,2,2,5,0,Semi-Furnished,3,4.2,Main Road,Yes,5790000,3000,Research-informed synthetic estimate
KHP102231,Kollam,Kavanad,Rural,Villa,1551,3,3,16,2,Semi-Furnished,0,2.2,Highway Access,Yes,8050000,5000,Research-informed synthetic estimate
KHP102232,Kannur,Thottada,Rural,Independent House,3445,4,4,4,3,Semi-Furnished,0,4.6,Highway Access,Yes,18090000,4200,Research-informed synthetic estimate
KHP102233,Pathanamthitta,Mallappally,Semi-Urban,Independent House,1274,2,1,11,1,Unfurnished,2,6.3,Local Road,No,2950000,3000,Research-informed synthetic estimate
KHP102234,Kasaragod,Hosdurg,Rural,Apartment,953,2,2,14,1,Unfurnished,0,4.1,Local Road,No,2110000,3300,Research-informed synthetic estimate
KHP102235,Kozhikode,Cyberpark,Rural,Apartment,1928,4,4,17,2,Semi-Furnished,5,8.9,Local Road,No,7650000,5000,Research-informed synthetic estimate
KHP102236,Kottayam,Ettumanoor,Rural,Apartment,2632,4,3,26,2,Unfurnished,3,2.8,Highway Access,No,9080000,3900,Research-informed synthetic estimate
KHP102237,Palakkad,Alathur,Rural,Apartment,3068,5,5,21,0,Semi-Furnished,0,1.3,Main Road,Yes,9980000,2900,Research-informed synthetic estimate
KHP102238,Kollam,Punalur,Semi-Urban,Apartment,3315,5,5,16,1,Semi-Furnished,6,6.0,Main Road,Yes,11760000,3000,Research-informed synthetic estimate
KHP102239,Palakkad,Mannarkkad,Rural,Residential Plot,1316,2,2,9,0,Semi-Furnished,2,4.6,Main Road,Yes,2710000,2800,Research-informed synthetic estimate
KHP102240,Kannur,Thottada,Semi-Urban,Independent House,753,1,1,0,0,Unfurnished,1,3.8,Main Road,Yes,2930000,4200,Research-informed synthetic estimate
KHP102241,Kollam,Kavanad,Semi-Urban,Independent House,2362,4,4,12,1,Unfurnished,2,0.9,Main Road,No,12440000,5000,Research-informed synthetic estimate
KHP102242,Wayanad,Ambalavayal,Rural,Villa,2789,5,5,26,1,Fully Furnished,0,18.0,Local Road,No,7130000,3200,Research-informed synthetic estimate
KHP102243,Idukki,Adimali,Semi-Urban,Independent House,2008,3,2,25,1,Semi-Furnished,0,2.3,Narrow Road,No,4130000,3000,Research-informed synthetic estimate
KHP102244,Ernakulam,Kalamassery,Semi-Urban,Independent House,3558,6,5,19,2,Unfurnished,1,0.7,Main Road,Yes,23860000,6000,Research-informed synthetic estimate
KHP102245,Kollam,Chathannoor,Rural,Apartment,3242,5,5,25,1,Semi-Furnished,7,1.1,Main Road,No,9900000,3200,Research-informed synthetic estimate
KHP102246,Kannur,Mattannur,Semi-Urban,Independent House,1692,3,3,13,1,Semi-Furnished,1,1.5,Local Road,Yes,5300000,3400,Research-informed synthetic estimate
KHP102247,Thrissur,Thrissur Town,Urban,Apartment,888,1,1,1,1,Fully Furnished,6,7.2,Local Road,No,4670000,5000,Research-informed synthetic estimate
KHP102248,Malappuram,Nilambur,Semi-Urban,Apartment,4165,6,5,27,2,Fully Furnished,0,3.5,Main Road,Yes,14720000,3300,Research-informed synthetic estimate
KHP102249,Thrissur,Patturaikkal,Semi-Urban,Residential Plot,3102,5,4,12,0,Unfurnished,1,1.0,Main Road,No,14870000,5600,Research-informed synthetic estimate
KHP102250,Kottayam,Kumarakom,Semi-Urban,Residential Plot,1838,1,1,14,0,Semi-Furnished,0,5.2,Narrow Road,Yes,8770000,6500,Research-informed synthetic estimate
KHP102251,Kottayam,Vaikom,Semi-Urban,Villa,1077,2,2,6,1,Unfurnished,2,6.6,Local Road,No,3290000,3500,Research-informed synthetic estimate
KHP102252,Pathanamthitta,Adoor,Semi-Urban,Independent House,3134,5,5,9,0,Unfurnished,0,3.4,Main Road,Yes,12430000,3900,Research-informed synthetic estimate
KHP102253,Ernakulam,Marine Drive,Urban,Residential Plot,1919,3,3,19,1,Unfurnished,1,2.1,Main Road,No,19080000,12500,Research-informed synthetic estimate
KHP102254,Ernakulam,Vennala,Semi-Urban,Independent House,4122,5,5,27,3,Unfurnished,0,9.3,Highway Access,No,30380000,7200,Research-informed synthetic estimate
KHP102255,Palakkad,Ottapalam,Rural,Apartment,2884,5,5,25,0,Fully Furnished,4,5.5,Main Road,No,8000000,3200,Research-informed synthetic estimate
KHP102256,Alappuzha,Kayamkulam,Rural,Independent House,1024,1,1,11,0,Semi-Furnished,1,0.9,Narrow Road,No,2610000,3600,Research-informed synthetic estimate
KHP102257,Idukki,Painavu,Rural,Residential Plot,1169,2,1,20,0,Unfurnished,0,15.8,Main Road,Yes,2030000,2600,Research-informed synthetic estimate
KHP102258,Idukki,Kumily,Rural,Independent House,4055,5,5,29,2,Semi-Furnished,0,2.4,Highway Access,No,12560000,3400,Research-informed synthetic estimate
KHP102259,Pathanamthitta,Mallappally,Semi-Urban,Independent House,3737,5,5,4,0,Semi-Furnished,1,2.6,Local Road,No,11900000,3000,Research-informed synthetic estimate
KHP102260,Pathanamthitta,Ranni,Rural,Villa,653,1,1,22,1,Unfurnished,1,1.5,Main Road,No,1840000,3000,Research-informed synthetic estimate
KHP102261,Idukki,Painavu,Rural,Villa,2018,3,3,29,0,Fully Furnished,0,8.2,Highway Access,No,4790000,2600,Research-informed synthetic estimate
KHP102262,Kozhikode,Thondayad,Semi-Urban,Independent House,841,1,1,27,1,Semi-Furnished,0,5.3,Local Road,No,3140000,5000,Research-informed synthetic estimate
KHP102263,Kannur,Chala,Semi-Urban,Independent House,3616,5,4,5,0,Unfurnished,0,5.9,Local Road,No,12340000,3600,Research-informed synthetic estimate
KHP102264,Palakkad,Ottapalam,Semi-Urban,Apartment,1262,2,2,11,2,Fully Furnished,5,3.4,Local Road,No,4460000,3200,Research-informed synthetic estimate
KHP102265,Alappuzha,Muhamma,Semi-Urban,Independent House,3890,4,4,2,0,Unfurnished,1,2.1,Local Road,No,14980000,4000,Research-informed synthetic estimate
KHP102266,Palakkad,Ottapalam,Semi-Urban,Residential Plot,3847,6,5,28,1,Semi-Furnished,0,2.5,Local Road,No,9380000,3200,Research-informed synthetic estimate
KHP102267,Thrissur,Patturaikkal,Semi-Urban,Independent House,3524,6,5,6,1,Unfurnished,0,4.0,Highway Access,No,21350000,5600,Research-informed synthetic estimate
KHP102268,Malappuram,Nilambur,Semi-Urban,Independent House,1557,1,1,4,3,Fully Furnished,0,0.9,Local Road,Yes,5820000,3300,Research-informed synthetic estimate
KHP102269,Kollam,Kollam Town,Urban,Villa,1993,3,2,7,0,Semi-Furnished,1,1.5,Local Road,Yes,10990000,4800,Research-informed synthetic estimate
KHP102270,Wayanad,Sulthan Bathery,Semi-Urban,Independent House,2775,5,4,19,0,Semi-Furnished,1,1.6,Local Road,No,10190000,3900,Research-informed synthetic estimate
KHP102271,Thrissur,Ayyanthole,Rural,Villa,2997,5,4,8,3,Unfurnished,0,1.2,Local Road,Yes,13350000,5000,Research-informed synthetic estimate
KHP102272,Pathanamthitta,Konni,Rural,Villa,3437,4,4,29,0,Semi-Furnished,0,8.1,Main Road,Yes,9660000,2900,Research-informed synthetic estimate
KHP102273,Kollam,Chathannoor,Semi-Urban,Apartment,1657,3,3,28,2,Unfurnished,1,3.3,Main Road,No,4640000,3200,Research-informed synthetic estimate
KHP102274,Kannur,Sreekandapuram,Rural,Independent House,3504,5,5,10,2,Semi-Furnished,1,6.8,Main Road,No,10610000,2900,Research-informed synthetic estimate
KHP102275,Kannur,Thalassery,Semi-Urban,Villa,3630,6,5,30,1,Unfurnished,0,3.8,Main Road,No,14860000,4300,Research-informed synthetic estimate
KHP102276,Thiruvananthapuram,Kazhakoottam,Semi-Urban,Residential Plot,3113,6,5,14,1,Unfurnished,0,3.4,Narrow Road,No,14290000,6800,Research-informed synthetic estimate
KHP102277,Kottayam,Manarcadu,Semi-Urban,Residential Plot,3963,6,5,5,1,Unfurnished,0,2.0,Local Road,No,11360000,3600,Research-informed synthetic estimate
KHP102278,Alappuzha,Haripad,Semi-Urban,Independent House,2515,4,4,0,1,Fully Furnished,0,3.5,Main Road,Yes,9590000,3200,Research-informed synthetic estimate
KHP102279,Kasaragod,Kanhangad,Semi-Urban,Independent House,1056,1,1,1,2,Semi-Furnished,1,6.7,Main Road,No,3450000,3500,Research-informed synthetic estimate
KHP102280,Palakkad,Alathur,Rural,Independent House,2683,3,3,10,2,Semi-Furnished,1,0.4,Main Road,No,7150000,2900,Research-informed synthetic estimate
KHP102281,Kannur,Mattannur,Semi-Urban,Independent House,2235,4,4,8,0,Semi-Furnished,1,10.7,Narrow Road,No,6110000,3400,Research-informed synthetic estimate
KHP102282,Kollam,Kottarakkara,Semi-Urban,Residential Plot,866,1,1,21,0,Unfurnished,1,2.1,Local Road,No,1550000,3400,Research-informed synthetic estimate
KHP102283,Kannur,Taliparamba,Semi-Urban,Apartment,2923,5,4,15,1,Semi-Furnished,2,1.0,Main Road,Yes,11790000,3500,Research-informed synthetic estimate
KHP102284,Kannur,Thottada,Rural,Residential Plot,3435,5,5,16,3,Fully Furnished,1,1.5,Narrow Road,Yes,11320000,4200,Research-informed synthetic estimate
KHP102285,Thiruvananthapuram,Vazhuthacaud,Urban,Independent House,1732,2,2,1,0,Fully Furnished,0,13.1,Local Road,No,13900000,7800,Research-informed synthetic estimate
KHP102286,Kozhikode,Feroke,Semi-Urban,Apartment,2681,5,4,15,1,Unfurnished,7,1.3,Local Road,No,9420000,3700,Research-informed synthetic estimate
KHP102287,Kannur,Sreekandapuram,Rural,Independent House,1795,4,3,10,1,Semi-Furnished,1,0.3,Local Road,Yes,4510000,2900,Research-informed synthetic estimate
KHP102288,Kollam,Chathannoor,Rural,Apartment,1068,1,1,22,1,Semi-Furnished,1,3.5,Main Road,Yes,2760000,3200,Research-informed synthetic estimate
KHP102289,Ernakulam,Kadavanthra,Urban,Villa,3133,5,5,27,2,Semi-Furnished,2,2.7,Narrow Road,No,24630000,9000,Research-informed synthetic estimate
KHP102290,Wayanad,Vythiri,Semi-Urban,Independent House,3504,5,5,5,2,Semi-Furnished,1,2.0,Local Road,No,18570000,4700,Research-informed synthetic estimate
KHP102291,Pathanamthitta,Konni,Rural,Residential Plot,1896,3,3,2,0,Semi-Furnished,0,7.5,Main Road,No,4670000,2900,Research-informed synthetic estimate
KHP102292,Kozhikode,Vellayil,Semi-Urban,Independent House,3383,6,5,18,1,Semi-Furnished,1,6.3,Main Road,Yes,28520000,7100,Research-informed synthetic estimate
KHP102293,Kasaragod,Uppala,Semi-Urban,Independent House,1217,2,2,13,2,Unfurnished,0,1.8,Main Road,No,3620000,3000,Research-informed synthetic estimate
KHP102294,Pathanamthitta,Pathanamthitta Town,Semi-Urban,Independent House,1115,1,1,28,1,Unfurnished,1,7.3,Narrow Road,No,2540000,3800,Research-informed synthetic estimate
KHP102295,Kannur,Taliparamba,Semi-Urban,Independent House,1034,2,2,10,1,Unfurnished,1,3.1,Main Road,Yes,3610000,3500,Research-informed synthetic estimate
KHP102296,Idukki,Thodupuzha,Semi-Urban,Independent House,3404,5,5,5,0,Unfurnished,1,3.1,Local Road,Yes,13550000,3900,Research-informed synthetic estimate
KHP102297,Kottayam,Kottayam Town,Urban,Independent House,2223,3,3,5,0,Unfurnished,1,3.9,Narrow Road,No,9720000,5200,Research-informed synthetic estimate
KHP102298,Kannur,Payyannur,Semi-Urban,Residential Plot,2348,4,4,26,3,Semi-Furnished,1,6.4,Local Road,No,7480000,3900,Research-informed synthetic estimate
KHP102299,Malappuram,Manjeri,Rural,Independent House,1835,2,2,3,1,Semi-Furnished,0,4.7,Narrow Road,Yes,6260000,4300,Research-informed synthetic estimate
KHP102300,Kollam,Chathannoor,Semi-Urban,Residential Plot,1795,2,2,22,0,Unfurnished,1,10.1,Local Road,No,2690000,3200,Research-informed synthetic estimate
KHP102301,Kozhikode,Puthiyangadi,Rural,Residential Plot,1019,1,1,18,0,Unfurnished,2,14.3,Narrow Road,No,3940000,7900,Research-informed synthetic estimate
KHP102302,Idukki,Munnar,Semi-Urban,Villa,2803,4,3,29,2,Semi-Furnished,0,0.8,Main Road,Yes,23270000,6500,Research-informed synthetic estimate
KHP102303,Alappuzha,Alappuzha Beach,Semi-Urban,Villa,2511,4,4,13,0,Unfurnished,0,6.5,Local Road,Yes,16850000,6800,Research-informed synthetic estimate
KHP102304,Kasaragod,Kanhangad,Rural,Independent House,3998,6,5,15,1,Fully Furnished,1,5.4,Narrow Road,Yes,12290000,3500,Research-informed synthetic estimate
KHP102305,Malappuram,Nilambur,Semi-Urban,Villa,2879,5,5,22,2,Unfurnished,1,2.8,Highway Access,No,11220000,3300,Research-informed synthetic estimate
KHP102306,Alappuzha,Ambalappuzha,Semi-Urban,Independent House,2766,5,5,27,2,Semi-Furnished,2,1.5,Local Road,No,8110000,3400,Research-informed synthetic estimate
KHP102307,Wayanad,Ambalavayal,Semi-Urban,Apartment,2157,4,4,5,0,Unfurnished,5,1.4,Main Road,No,6960000,3200,Research-informed synthetic estimate
KHP102308,Pathanamthitta,Adoor,Semi-Urban,Residential Plot,3444,5,5,8,1,Semi-Furnished,1,6.1,Highway Access,No,13560000,3900,Research-informed synthetic estimate
KHP102309,Kannur,Taliparamba,Semi-Urban,Independent House,3786,6,5,1,0,Semi-Furnished,1,4.6,Local Road,No,11960000,3500,Research-informed synthetic estimate
KHP102310,Alappuzha,Alappuzha Beach,Rural,Villa,1256,1,1,26,3,Fully Furnished,1,1.8,Local Road,Yes,6490000,6800,Research-informed synthetic estimate
KHP102311,Kottayam,Kottayam Town,Urban,Residential Plot,2420,3,3,25,0,Semi-Furnished,0,2.2,Narrow Road,Yes,9500000,5200,Research-informed synthetic estimate
KHP102312,Wayanad,Vythiri,Semi-Urban,Independent House,738,1,1,16,1,Semi-Furnished,2,3.5,Narrow Road,Yes,2910000,4700,Research-informed synthetic estimate
KHP102313,Thrissur,Guruvayur,Rural,Independent House,2607,3,3,25,3,Unfurnished,2,1.2,Highway Access,Yes,8120000,3700,Research-informed synthetic estimate
KHP102314,Kannur,Sreekandapuram,Rural,Villa,1206,2,2,8,2,Unfurnished,0,6.9,Local Road,Yes,3070000,2900,Research-informed synthetic estimate
KHP102315,Palakkad,Palakkad Town,Urban,Villa,1770,1,1,20,1,Unfurnished,2,7.1,Local Road,No,5620000,3900,Research-informed synthetic estimate
KHP102316,Ernakulam,Kadavanthra,Urban,Independent House,2731,4,4,2,0,Unfurnished,1,0.7,Local Road,No,24340000,9000,Research-informed synthetic estimate
KHP102317,Thiruvananthapuram,Kowdiar,Urban,Residential Plot,3298,5,5,30,2,Semi-Furnished,2,9.4,Local Road,Yes,20130000,9000,Research-informed synthetic estimate
KHP102318,Thiruvananthapuram,Kazhakoottam,Semi-Urban,Independent House,2863,6,5,24,3,Semi-Furnished,1,2.9,Narrow Road,No,15870000,6800,Research-informed synthetic estimate
KHP102319,Thiruvananthapuram,Sreekaryam,Semi-Urban,Independent House,3966,6,5,14,1,Semi-Furnished,1,2.8,Narrow Road,No,22040000,6200,Research-informed synthetic estimate
KHP102320,Wayanad,Kalpetta,Semi-Urban,Residential Plot,2809,4,4,17,1,Unfurnished,1,5.5,Local Road,No,8240000,4300,Research-informed synthetic estimate
KHP102321,Kannur,Sreekandapuram,Rural,Independent House,1977,3,3,2,2,Unfurnished,2,9.5,Local Road,No,4940000,2900,Research-informed synthetic estimate
